Province,Year,Gender,Age_Group,IM,Condition_Alcohol,Count,Total_Days,Acute_Days,ALC_Days,Cost,AAF_Total,AAF_Sensitivity,AA_Count,AA_Total_Days,AA_Acute_Days,AA_ALC_Days,AA_Cost
05:QC,2011,Male,65+,(9).(5),Other intentional injury,0,0,0,0,0,0.225466,0.225466,0,0,0,0,0
05:QC,2011,Male,65+,(A).(1),Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2011,Male,65+,(A).(2),Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2011,Male,65+,(A).(3),Fetal alcohol syndrome,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,15-34,(1).(1),Tuberculosis,0,0,0,0,0,0.265258,0.265258,0,0,0,0,0
05:QC,2012,Female,15-34,(1).(2),HIV,0,0,0,0,0,0.028408,0.028408,0,0,0,0,0
05:QC,2012,Female,15-34,(1).(3),Lower respiratory tract infections,11,55,55,0,79295.0354,0.062675,0.062675,0.689425,3.447125,3.447125,0,4969.816344
05:QC,2012,Female,15-34,(2).(1),Oral cavity and pharynx cancer,0,0,0,0,0,0.341046,0.341046,0,0,0,0,0
05:QC,2012,Female,15-34,(2).(2),Oesaphageal cancer,0,0,0,0,0,0.390297,0.390297,0,0,0,0,0
05:QC,2012,Female,15-34,(2).(3),Colorectal cancer,0,0,0,0,0,0.042009,0.042009,0,0,0,0,0
05:QC,2012,Female,15-34,(2).(4),Liver cancer,0,0,0,0,0,0.150681,0.150658,0,0,0,0,0
05:QC,2012,Female,15-34,(2).(5),Pancreatic cancer,0,0,0,0,0,0.032685,0.032685,0,0,0,0,0
05:QC,2012,Female,15-34,(2).(6),Laryngeal cancer,0,0,0,0,0,0.198462,0.198462,0,0,0,0,0
05:QC,2012,Female,15-34,(2).(7),Breast cancer,0,0,0,0,0,0.141464,0.141464,0,0,0,0,0
05:QC,2012,Female,15-34,(3).(1),Diabetes,1,3,3,0,3147.21,-0.21993,-0.21993,-0.21993,-0.65979,-0.65979,0,-692.1658953
05:QC,2012,Female,15-34,(4).(1),Alcoholic psychoses,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,15-34,(4).(2),Alcohol abuse,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,15-34,(4).(3),Alcohol dependence,1,1,1,0,3079.6116,1,1,1,1,1,0,3079.6116
05:QC,2012,Female,15-34,(4).(4),Degeneration of nervous system due to alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,15-34,(4).(5),Epilepsy,1,1,1,0,2656.1706,0.17223,0.17223,0.17223,0.17223,0.17223,0,457.4722624
05:QC,2012,Female,15-34,(4).(6),Alcoholic polyneuropathy,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,15-34,(4).(7),Alcoholic myopathy,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,15-34,(5).(1),Hypertension,0,0,0,0,0,0.097599,0.097599,0,0,0,0,0
05:QC,2012,Female,15-34,(5).(2),Ischaemic heart disease,0,0,0,0,0,-0.14793,-0.14793,0,0,0,0,0
05:QC,2012,Female,15-34,(5).(3),Alcoholic cardiomypathy,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,15-34,(5).(4),Atrial fibrillation and cardiac arrhythmia,3,26,26,0,30788.2016,0.0768,0.0768,0.2304,1.9968,1.9968,0,2364.533883
05:QC,2012,Female,15-34,(5).(5),Haemorrhagic stroke,2,46,46,0,73441.3726,-0.13884,-0.13884,-0.27768,-6.38664,-6.38664,0,-10196.60017
05:QC,2012,Female,15-34,(5).(6),Ischaemic stroke,1,7,7,0,4012.23,-0.04822,-0.04822,-0.04822,-0.33754,-0.33754,0,-193.4697306
05:QC,2012,Female,15-34,(5).(7),Oesophageal varices,1,4,4,0,5434.1728,0.579297,0.579297,0.579297,2.317188,2.317188,0,3148.000001
05:QC,2012,Female,15-34,(6).(1),Alcoholic gastritis,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,15-34,(6).(2),Liver cirrhosis,1,19,19,0,13885.4964,0.579297,0.579297,0.579297,11.006643,11.006643,0,8043.826408
05:QC,2012,Female,15-34,(6).(3),Acute pancreatitis,4,10,10,0,13423.0444,0.097457,0.097457,0.389828,0.97457,0.97457,0,1308.169638
05:QC,2012,Female,15-34,(6).(4),Chronic pancreatitis,1,4,4,0,2652.3472,0.303438,0.303438,0.303438,1.213752,1.213752,0,804.8229297
05:QC,2012,Female,15-34,(6).(5),Alcohol-induced pancreatitis,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,15-34,(7).(1),Motor vehicle collisions,8,101,101,0,207788.2456,0.155717256,0.155717256,1.245738048,15.72744286,15.72744286,0,32356.21543
05:QC,2012,Female,15-34,(8).(1),Falls,5,16,16,0,26468.5394,0.188203,0.188203,0.941015,3.011248,3.011248,0,4981.458521
05:QC,2012,Female,15-34,(8).(2),Drowning,0,0,0,0,0,0.188203,0.188203,0,0,0,0,0
05:QC,2012,Female,15-34,(8).(3),Fires,0,0,0,0,0,0.188203,0.188203,0,0,0,0,0
05:QC,2012,Female,15-34,(8).(4),Accidental poisoning by substances other than alcohol,1,1,1,0,1898.045,0.188203,0.188203,0.188203,0.188203,0.188203,0,357.2177631
05:QC,2012,Female,15-34,(8).(5).(1),Accidental poisoning by alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,15-34,(8).(5).(2),Accidental poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,15-34,(8).(6),Other unintentional injuries,10,57,57,0,75877.9334,0.188203,0.188203,1.88203,10.727571,10.727571,0,14280.4547
05:QC,2012,Female,15-34,(9).(1),Intentional self-poisoning by substances other than alcohol,7,12,12,0,21842.589,0.236036,0.236036,1.652252,2.832432,2.832432,0,5155.637337
05:QC,2012,Female,15-34,(9).(2).(1),Intentional self-poisoning by alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,15-34,(9).(2).(2),Intentional self-poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,15-34,(9).(3),Other intentional self-harm,1,15,15,0,2846.514,0.236036,0.236036,0.236036,3.54054,3.54054,0,671.8797785
05:QC,2012,Female,15-34,(9).(4),Assault / homicide,2,2,2,0,2859.1708,0.236036,0.236036,0.472072,0.472072,0.472072,0,674.8672389
05:QC,2012,Female,15-34,(9).(5),Other intentional injury,0,0,0,0,0,0.236036,0.236036,0,0,0,0,0
05:QC,2012,Female,15-34,(A).(1),Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,15-34,(A).(2),Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,15-34,(A).(3),Fetal alcohol syndrome,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,35-64,(1).(1),Tuberculosis,0,0,0,0,0,0.218808,0.218808,0,0,0,0,0
05:QC,2012,Female,35-64,(1).(2),HIV,1,59,59,0,69642.6848,0.019025,0.019025,0.019025,1.122475,1.122475,0,1324.952078
05:QC,2012,Female,35-64,(1).(3),Lower respiratory tract infections,20,141,141,0,185906.1624,0.052567,0.052567,1.05134,7.411947,7.411947,0,9772.529239
05:QC,2012,Female,35-64,(2).(1),Oral cavity and pharynx cancer,0,0,0,0,0,0.293835,0.293835,0,0,0,0,0
05:QC,2012,Female,35-64,(2).(2),Oesaphageal cancer,0,0,0,0,0,0.350877,0.350877,0,0,0,0,0
05:QC,2012,Female,35-64,(2).(3),Colorectal cancer,12,318,300,18,403235.4062,0.038494,0.038494,0.461928,12.241092,11.5482,0.692892,15522.14373
05:QC,2012,Female,35-64,(2).(4),Liver cancer,1,1,1,0,3084.3914,0.19101,0.190996,0.19101,0.19101,0.19101,0,589.1496013
05:QC,2012,Female,35-64,(2).(5),Pancreatic cancer,1,17,17,0,9759.1312,0.033934,0.033934,0.033934,0.576878,0.576878,0,331.1663581
05:QC,2012,Female,35-64,(2).(6),Laryngeal cancer,0,0,0,0,0,0.176163,0.176163,0,0,0,0,0
05:QC,2012,Female,35-64,(2).(7),Breast cancer,7,28,28,0,39726.174,0.119505,0.119505,0.836535,3.34614,3.34614,0,4747.476424
05:QC,2012,Female,35-64,(3).(1),Diabetes,15,80,80,0,80417.2074,-0.19808,-0.19808,-2.9712,-15.8464,-15.8464,0,-15929.04044
05:QC,2012,Female,35-64,(4).(1),Alcoholic psychoses,3,16,16,0,9625.2724,1,1,3,16,16,0,9625.2724
05:QC,2012,Female,35-64,(4).(2),Alcohol abuse,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,35-64,(4).(3),Alcohol dependence,2,11,11,0,5926.5228,1,1,2,11,11,0,5926.5228
05:QC,2012,Female,35-64,(4).(4),Degeneration of nervous system due to alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,35-64,(4).(5),Epilepsy,6,18,18,0,22227.408,0.143086,0.143086,0.858516,2.575548,2.575548,0,3180.430901
05:QC,2012,Female,35-64,(4).(6),Alcoholic polyneuropathy,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,35-64,(4).(7),Alcoholic myopathy,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,35-64,(5).(1),Hypertension,2,5,5,0,7525.7528,0.07528,0.07528,0.15056,0.3764,0.3764,0,566.5386708
05:QC,2012,Female,35-64,(5).(2),Ischaemic heart disease,37,302,302,0,609327.1638,-0.22623,-0.22623,-8.37051,-68.32146,-68.32146,0,-137848.0843
05:QC,2012,Female,35-64,(5).(3),Alcoholic cardiomypathy,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,35-64,(5).(4),Atrial fibrillation and cardiac arrhythmia,8,26,26,0,47401.2308,0.064944,0.064944,0.519552,1.688544,1.688544,0,3078.425533
05:QC,2012,Female,35-64,(5).(5),Haemorrhagic stroke,11,151,151,0,389545.8846,-0.1477,-0.1477,-1.6247,-22.3027,-22.3027,0,-57535.92716
05:QC,2012,Female,35-64,(5).(6),Ischaemic stroke,7,34,33,1,53129.2262,-0.08002,-0.08002,-0.56014,-2.72068,-2.64066,-0.08002,-4251.400681
05:QC,2012,Female,35-64,(5).(7),Oesophageal varices,0,0,0,0,0,0.57164,0.57164,0,0,0,0,0
05:QC,2012,Female,35-64,(6).(1),Alcoholic gastritis,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,35-64,(6).(2),Liver cirrhosis,3,28,28,0,25069.566,0.57164,0.57164,1.71492,16.00592,16.00592,0,14330.76671
05:QC,2012,Female,35-64,(6).(3),Acute pancreatitis,12,67,67,0,41468.9602,0.09951,0.09951,1.19412,6.66717,6.66717,0,4126.57623
05:QC,2012,Female,35-64,(6).(4),Chronic pancreatitis,0,0,0,0,0,0.297914,0.297914,0,0,0,0,0
05:QC,2012,Female,35-64,(6).(5),Alcohol-induced pancreatitis,1,2,2,0,2652.3472,1,1,1,2,2,0,2652.3472
05:QC,2012,Female,35-64,(7).(1),Motor vehicle collisions,8,59,59,0,56570.0955,0.097589058,0.097589058,0.780712464,5.757754422,5.757754422,0,5520.622331
05:QC,2012,Female,35-64,(8).(1),Falls,31,331,277,54,433608.5897,0.126634,0.126634,3.925654,41.915854,35.077618,6.838236,54909.59015
05:QC,2012,Female,35-64,(8).(2),Drowning,0,0,0,0,0,0.126634,0.126634,0,0,0,0,0
05:QC,2012,Female,35-64,(8).(3),Fires,0,0,0,0,0,0.126634,0.126634,0,0,0,0,0
05:QC,2012,Female,35-64,(8).(4),Accidental poisoning by substances other than alcohol,3,4,4,0,7790.4034,0.126634,0.126634,0.379902,0.506536,0.506536,0,986.5299442
05:QC,2012,Female,35-64,(8).(5).(1),Accidental poisoning by alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,35-64,(8).(5).(2),Accidental poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,35-64,(8).(6),Other unintentional injuries,11,66,66,0,85978.9448,0.126634,0.126634,1.392974,8.357844,8.357844,0,10887.8577
05:QC,2012,Female,35-64,(9).(1),Intentional self-poisoning by substances other than alcohol,2,10,10,0,4795.989,0.157726,0.157726,0.315452,1.57726,1.57726,0,756.452161
05:QC,2012,Female,35-64,(9).(2).(1),Intentional self-poisoning by alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,35-64,(9).(2).(2),Intentional self-poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,35-64,(9).(3),Other intentional self-harm,3,59,59,0,141427.8828,0.157726,0.157726,0.473178,9.305834,9.305834,0,22306.85424
05:QC,2012,Female,35-64,(9).(4),Assault / homicide,0,0,0,0,0,0.157726,0.157726,0,0,0,0,0
05:QC,2012,Female,35-64,(9).(5),Other intentional injury,0,0,0,0,0,0.157726,0.157726,0,0,0,0,0
05:QC,2012,Female,35-64,(A).(1),Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,35-64,(A).(2),Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,35-64,(A).(3),Fetal alcohol syndrome,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,65+,(1).(1),Tuberculosis,0,0,0,0,0,0.137518,0.137518,0,0,0,0,0
05:QC,2012,Female,65+,(1).(2),HIV,0,0,0,0,0,0.006967,0.006967,0,0,0,0,0
05:QC,2012,Female,65+,(1).(3),Lower respiratory tract infections,31,194,194,0,155231.9744,0.033252,0.033252,1.030812,6.450888,6.450888,0,5161.773613
05:QC,2012,Female,65+,(2).(1),Oral cavity and pharynx cancer,1,2,2,0,2206.413,0.206318,0.206318,0.206318,0.412636,0.412636,0,455.2227173
05:QC,2012,Female,65+,(2).(2),Oesaphageal cancer,0,0,0,0,0,0.262831,0.262831,0,0,0,0,0
05:QC,2012,Female,65+,(2).(3),Colorectal cancer,14,212,212,0,262307.93,0.030714,0.030714,0.429996,6.511368,6.511368,0,8056.525762
05:QC,2012,Female,65+,(2).(4),Liver cancer,0,0,0,0,0,0.241482,0.241477,0,0,0,0,0
05:QC,2012,Female,65+,(2).(5),Pancreatic cancer,3,44,44,0,37545.5818,0.034133,0.034133,0.102399,1.501852,1.501852,0,1281.543344
05:QC,2012,Female,65+,(2).(6),Laryngeal cancer,1,7,7,0,11156.2416,0.132878,0.132878,0.132878,0.930146,0.930146,0,1482.419071
05:QC,2012,Female,65+,(2).(7),Breast cancer,9,31,31,0,53087.5664,0.078984,0.078984,0.710856,2.448504,2.448504,0,4193.068345
05:QC,2012,Female,65+,(3).(1),Diabetes,9,56,56,0,66855.178,-0.12834,-0.12834,-1.15506,-7.18704,-7.18704,0,-8580.193545
05:QC,2012,Female,65+,(4).(1),Alcoholic psychoses,1,15,15,0,4190.4464,1,1,1,15,15,0,4190.4464
05:QC,2012,Female,65+,(4).(2),Alcohol abuse,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,65+,(4).(3),Alcohol dependence,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,65+,(4).(4),Degeneration of nervous system due to alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,65+,(4).(5),Epilepsy,1,3,3,0,2728.143,0.090211,0.090211,0.090211,0.270633,0.270633,0,246.1085082
05:QC,2012,Female,65+,(4).(6),Alcoholic polyneuropathy,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,65+,(4).(7),Alcoholic myopathy,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,65+,(5).(1),Hypertension,3,14,14,0,7711.4576,0.042009,0.042009,0.126027,0.588126,0.588126,0,323.9506223
05:QC,2012,Female,65+,(5).(2),Ischaemic heart disease,43,310,305,5,580070.953,-0.22612,-0.22612,-9.72316,-70.0972,-68.9666,-1.1306,-131165.6439
05:QC,2012,Female,65+,(5).(3),Alcoholic cardiomypathy,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,65+,(5).(4),Atrial fibrillation and cardiac arrhythmia,20,118,118,0,89440.7256,0.042316,0.042316,0.84632,4.993288,4.993288,0,3784.773744
05:QC,2012,Female,65+,(5).(5),Haemorrhagic stroke,9,216,213,3,162616.3022,-0.10464,-0.10464,-0.94176,-22.60224,-22.28832,-0.31392,-17016.16986
05:QC,2012,Female,65+,(5).(6),Ischaemic stroke,22,320,244,76,315797.6841,-0.09003,-0.09003,-1.98066,-28.8096,-21.96732,-6.84228,-28431.2655
05:QC,2012,Female,65+,(5).(7),Oesophageal varices,0,0,0,0,0,0.540495,0.540495,0,0,0,0,0
05:QC,2012,Female,65+,(6).(1),Alcoholic gastritis,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,65+,(6).(2),Liver cirrhosis,3,12,12,0,8427.1294,0.540495,0.540495,1.621485,6.48594,6.48594,0,4554.821305
05:QC,2012,Female,65+,(6).(3),Acute pancreatitis,11,87,87,0,59485.5956,0.141603,0.141603,1.557633,12.319461,12.319461,0,8423.338794
05:QC,2012,Female,65+,(6).(4),Chronic pancreatitis,0,0,0,0,0,0.290452,0.290452,0,0,0,0,0
05:QC,2012,Female,65+,(6).(5),Alcohol-induced pancreatitis,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,65+,(7).(1),Motor vehicle collisions,3,21,20,1,24404.7622,0.053186721,0.053186721,0.159560163,1.116921141,1.06373442,0.053186721,1298.009278
05:QC,2012,Female,65+,(8).(1),Falls,59,881,785,96,810911.0404,0.058329,0.058329,3.441411,51.387849,45.788265,5.599584,47299.63008
05:QC,2012,Female,65+,(8).(2),Drowning,0,0,0,0,0,0.058329,0.058329,0,0,0,0,0
05:QC,2012,Female,65+,(8).(3),Fires,0,0,0,0,0,0.058329,0.058329,0,0,0,0,0
05:QC,2012,Female,65+,(8).(4),Accidental poisoning by substances other than alcohol,2,26,26,0,19965.05,0.058329,0.058329,0.116658,1.516554,1.516554,0,1164.541401
05:QC,2012,Female,65+,(8).(5).(1),Accidental poisoning by alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,65+,(8).(5).(2),Accidental poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,65+,(8).(6),Other unintentional injuries,1,6,6,0,23602.3944,0.058329,0.058329,0.058329,0.349974,0.349974,0,1376.704063
05:QC,2012,Female,65+,(9).(1),Intentional self-poisoning by substances other than alcohol,0,0,0,0,0,0.070044,0.070044,0,0,0,0,0
05:QC,2012,Female,65+,(9).(2).(1),Intentional self-poisoning by alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,65+,(9).(2).(2),Intentional self-poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,65+,(9).(3),Other intentional self-harm,1,12,12,0,8034.602,0.070044,0.070044,0.070044,0.840528,0.840528,0,562.7756625
05:QC,2012,Female,65+,(9).(4),Assault / homicide,0,0,0,0,0,0.070044,0.070044,0,0,0,0,0
05:QC,2012,Female,65+,(9).(5),Other intentional injury,0,0,0,0,0,0.070044,0.070044,0,0,0,0,0
05:QC,2012,Female,65+,(A).(1),Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,65+,(A).(2),Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Female,65+,(A).(3),Fetal alcohol syndrome,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Male,15-34,(1).(1),Tuberculosis,0,0,0,0,0,0.552533,0.552533,0,0,0,0,0
05:QC,2012,Male,15-34,(1).(2),HIV,0,0,0,0,0,0.072713,0.072713,0,0,0,0,0
05:QC,2012,Male,15-34,(1).(3),Lower respiratory tract infections,5,16,16,0,18922.7536,0.140245,0.140245,0.701225,2.24392,2.24392,0,2653.821579
05:QC,2012,Male,15-34,(2).(1),Oral cavity and pharynx cancer,0,0,0,0,0,0.618993,0.618993,0,0,0,0,0
05:QC,2012,Male,15-34,(2).(2),Oesaphageal cancer,0,0,0,0,0,0.61291,0.61291,0,0,0,0,0
05:QC,2012,Male,15-34,(2).(3),Colorectal cancer,1,13,13,0,14822.2294,0.227817,0.227817,0.227817,2.961621,2.961621,0,3376.755835
05:QC,2012,Male,15-34,(2).(4),Liver cancer,0,0,0,0,0,0.195504,0.195407,0,0,0,0,0
05:QC,2012,Male,15-34,(2).(5),Pancreatic cancer,0,0,0,0,0,0.076224,0.076224,0,0,0,0,0
05:QC,2012,Male,15-34,(2).(6),Laryngeal cancer,0,0,0,0,0,0.38985,0.38985,0,0,0,0,0
05:QC,2012,Male,15-34,(2).(7),Breast cancer,0,0,0,0,0,0,0,0,0,0,0,0
05:QC,2012,Male,15-34,(3).(1),Diabetes,1,7,7,0,3064.182,0.027267,0.027193,0.027267,0.190869,0.190869,0,83.55105059
05:QC,2012,Male,15-34,(4).(1),Alcoholic psychoses,4,5,5,0,11429.7812,1,1,4,5,5,0,11429.7812
05:QC,2012,Male,15-34,(4).(2),Alcohol abuse,1,1,1,0,4959.24,1,1,1,1,1,0,4959.24
05:QC,2012,Male,15-34,(4).(3),Alcohol dependence,1,8,8,0,2940.201,1,1,1,8,8,0,2940.201
05:QC,2012,Male,15-34,(4).(4),Degeneration of nervous system due to alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Male,15-34,(4).(5),Epilepsy,1,1,1,0,2259.3078,0.376071,0.376071,0.376071,0.376071,0.376071,0,849.6601437
05:QC,2012,Male,15-34,(4).(6),Alcoholic polyneuropathy,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Male,15-34,(4).(7),Alcoholic myopathy,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Male,15-34,(5).(1),Hypertension,1,1,1,0,2547.4768,0.249905,0.249905,0.249905,0.249905,0.249905,0,636.6271897
05:QC,2012,Male,15-34,(5).(2),Ischaemic heart disease,0,0,0,0,0,0.058946,-0.10535,0,0,0,0,0
05:QC,2012,Male,15-34,(5).(3),Alcoholic cardiomypathy,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Male,15-34,(5).(4),Atrial fibrillation and cardiac arrhythmia,6,22,22,0,43627.5504,0.170665,0.170665,1.02399,3.75463,3.75463,0,7445.695889
05:QC,2012,Male,15-34,(5).(5),Haemorrhagic stroke,1,12,12,0,35026.6224,0.237876,0.237876,0.237876,2.854512,2.854512,0,8331.99283
05:QC,2012,Male,15-34,(5).(6),Ischaemic stroke,1,29,29,0,26119.2288,0.033896,0.033896,0.033896,0.982984,0.982984,0,885.3373794
05:QC,2012,Male,15-34,(5).(7),Oesophageal varices,0,0,0,0,0,0.536518,0.536518,0,0,0,0,0
05:QC,2012,Male,15-34,(6).(1),Alcoholic gastritis,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Male,15-34,(6).(2),Liver cirrhosis,1,1,1,0,3167.96,0.536518,0.536518,0.536518,0.536518,0.536518,0,1699.667563
05:QC,2012,Male,15-34,(6).(3),Acute pancreatitis,1,4,4,0,4142.927,0.413078,0.413078,0.413078,1.652312,1.652312,0,1711.351999
05:QC,2012,Male,15-34,(6).(4),Chronic pancreatitis,0,0,0,0,0,0.561404,0.561404,0,0,0,0,0
05:QC,2012,Male,15-34,(6).(5),Alcohol-induced pancreatitis,1,4,4,0,2724.216,1,1,1,4,4,0,2724.216
05:QC,2012,Male,15-34,(7).(1),Motor vehicle collisions,18,102,102,0,202948.7154,0.245817462,0.245817462,4.424714316,25.07338112,25.07338112,0,49888.33814
05:QC,2012,Male,15-34,(8).(1),Falls,16,57,57,0,164263.2607,0.297464,0.297464,4.759424,16.955448,16.955448,0,48862.40658
05:QC,2012,Male,15-34,(8).(2),Drowning,0,0,0,0,0,0.297464,0.297464,0,0,0,0,0
05:QC,2012,Male,15-34,(8).(3),Fires,0,0,0,0,0,0.297464,0.297464,0,0,0,0,0
05:QC,2012,Male,15-34,(8).(4),Accidental poisoning by substances other than alcohol,7,17,17,0,31122.564,0.297464,0.297464,2.082248,5.056888,5.056888,0,9257.842378
05:QC,2012,Male,15-34,(8).(5).(1),Accidental poisoning by alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Male,15-34,(8).(5).(2),Accidental poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Male,15-34,(8).(6),Other unintentional injuries,43,227,226,1,463145.3952,0.297464,0.297464,12.790952,67.524328,67.226864,0.297464,137769.0818
05:QC,2012,Male,15-34,(9).(1),Intentional self-poisoning by substances other than alcohol,4,9,9,0,17183.4926,0.353467,0.353467,1.413868,3.181203,3.181203,0,6073.797579
05:QC,2012,Male,15-34,(9).(2).(1),Intentional self-poisoning by alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Male,15-34,(9).(2).(2),Intentional self-poisoning by NB alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Male,15-34,(9).(3),Other intentional self-harm,1,52,28,24,36009.8736,0.353467,0.353467,0.353467,18.380284,9.897076,8.483208,12728.30199
05:QC,2012,Male,15-34,(9).(4),Assault / homicide,4,11,11,0,16420.7276,0.353467,0.353467,1.413868,3.888137,3.888137,0,5804.185323
05:QC,2012,Male,15-34,(9).(5),Other intentional injury,0,0,0,0,0,0.353467,0.353467,0,0,0,0,0
05:QC,2012,Male,15-34,(A).(1),Complication of pregnancy by maternal use of alcohol,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Male,15-34,(A).(2),Low birth weight,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Male,15-34,(A).(3),Fetal alcohol syndrome,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Male,35-64,(1).(1),Tuberculosis,0,0,0,0,0,0.520414,0.520414,0,0,0,0,0
05:QC,2012,Male,35-64,(1).(2),HIV,6,132,123,9,194697.3794,0.064758,0.064758,0.388548,8.548056,7.965234,0.582822,12608.2129
05:QC,2012,Male,35-64,(1).(3),Lower respiratory tract infections,26,148,148,0,372404.9224,0.130081,0.130081,3.382106,19.251988,19.251988,0,48442.80471
05:QC,2012,Male,35-64,(2).(1),Oral cavity and pharynx cancer,0,0,0,0,0,0.592318,0.592318,0,0,0,0,0
05:QC,2012,Male,35-64,(2).(2),Oesaphageal cancer,1,2,2,0,7746.849,0.592792,0.592792,0.592792,1.185584,1.185584,0,4592.270112
05:QC,2012,Male,35-64,(2).(3),Colorectal cancer,9,52,52,0,67512.332,0.254773,0.254773,2.292957,13.248196,13.248196,0,17200.31936
05:QC,2012,Male,35-64,(2).(4),Liver cancer,0,0,0,0,0,0.205001,0.20492,0,0,0,0,0
05:QC,2012,Male,35-64,(2).(5),Pancreatic cancer,0,0,0,0,0,0.098292,0.098292,0,0,0,0,0
05:QC,2012,Male,35-64,(2).(6),Laryngeal cancer,0,0,0,0,0,0.371226,0.371226,0,0,0,0,0
05:QC,2012,Male,35-64,(2).(7),Breast cancer,0,0,0,0,0,0,0,0,0,0,0,0
05:QC,2012,Male,35-64,(3).(1),Diabetes,14,99,87,12,137372.2716,0.034997,0.034934,0.489958,3.464703,3.044739,0.419964,4807.617389
05:QC,2012,Male,35-64,(4).(1),Alcoholic psychoses,12,93,89,4,67127.811,1,1,12,93,89,4,67127.811
05:QC,2012,Male,35-64,(4).(2),Alcohol abuse,0,0,0,0,0,1,1,0,0,0,0,0
05:QC,2012,Male,35-64,(4).(3),Alcohol dependence,1,9,9,0,2940.201,1,1,1,9,9,0,2940.201
